Value Date,Narration,Amount,Dr/Cr,Category
11-10-2025,Home Nurse Service,5664.67,Dr,Healthcare
11-10-2025,Pension Credit,52823.45,Cr,Income
12-10-2025,Pension Credit,36740.95,Cr,Income
13-10-2025,LPG Cylinder,935.8,Dr,Utilities
13-10-2025,Diagnostic Tests,2824.52,Dr,Healthcare
14-10-2025,Electricity Bill,2950.4,Dr,Utilities
15-10-2025,Home Nurse Service,8097.62,Dr,Healthcare
16-10-2025,Milk Subscription,593.77,Dr,Groceries
16-10-2025,Newspaper Home Delivery,189.53,Dr,Subscriptions
17-10-2025,LPG Cylinder,908.57,Dr,Utilities
19-10-2025,Pension Credit,32847.41,Cr,Income
19-10-2025,Hospital Bill,16899.76,Dr,Healthcare
21-10-2025,Diagnostic Tests,3193.03,Dr,Healthcare
22-10-2025,Pilgrimage Travel,5908.51,Dr,Travel
22-10-2025,Home Nurse Service,12597.73,Dr,Healthcare
22-10-2025,Home Nurse Service,15649.17,Dr,Healthcare
23-10-2025,Electricity Bill,1025.15,Dr,Utilities
24-10-2025,Hospital Bill,3294.46,Dr,Healthcare
25-10-2025,Readymade Garments,1429.72,Dr,Shopping
26-10-2025,Diagnostic Tests,2025.14,Dr,Healthcare
26-10-2025,Hospital Bill,42659.29,Dr,Healthcare
26-10-2025,Kiryana Store,1449.94,Dr,Groceries
26-10-2025,Train Ticket,4025.19,Dr,Travel
27-10-2025,Electricity Bill,2349.98,Dr,Utilities
28-10-2025,Children Transfer,23094.74,Cr,Income
30-10-2025,PPF Withdrawal,31503.95,Cr,Income
30-10-2025,Diagnostic Tests,8069.16,Dr,Healthcare
30-10-2025,Newspaper Home Delivery,293.5,Dr,Subscriptions
31-10-2025,Electricity Bill,2092.99,Dr,Utilities
01-11-2025,Rental Income,6626.67,Cr,Income
01-11-2025,Readymade Garments,552.08,Dr,Shopping
02-11-2025,Auto Rickshaw,80.69,Dr,Transportation
02-11-2025,PPF Withdrawal,43686.0,Cr,Income
03-11-2025,Temple Donation,3277.96,Dr,Miscellaneous
03-11-2025,Kiryana Store,537.52,Dr,Groceries
03-11-2025,Pilgrimage Travel,15339.6,Dr,Travel
05-11-2025,LIC Premium,6617.42,Dr,Insurance
05-11-2025,Rental Income,10539.52,Cr,Income
06-11-2025,Chemist Medical Store,2327.87,Dr,Healthcare
07-11-2025,Milk Subscription,750.56,Dr,Groceries
07-11-2025,Diagnostic Tests,8137.37,Dr,Healthcare
08-11-2025,Vegetable Market,344.14,Dr,Groceries
08-11-2025,Post Office RD,6742.04,Dr,Insurance
09-11-2025,Fixed Deposit Interest,8016.72,Cr,Income
09-11-2025,Hospital Bill,28886.46,Dr,Healthcare
09-11-2025,Grandchildren's Gift,2025.32,Dr,Shopping
10-11-2025,Train Ticket,7239.64,Dr,Travel
12-11-2025,Dividend Credit,7020.07,Cr,Income
14-11-2025,Children Transfer,14192.15,Cr,Income
14-11-2025,Pension Credit,35622.87,Cr,Income
14-11-2025,Readymade Garments,1617.84,Dr,Shopping
16-11-2025,Home Nurse Service,17083.44,Dr,Healthcare
17-11-2025,LPG Cylinder,921.21,Dr,Utilities
18-11-2025,Chemist Medical Store,1770.45,Dr,Healthcare
18-11-2025,LPG Cylinder,939.57,Dr,Utilities
19-11-2025,Vegetable Market,1819.78,Dr,Groceries
20-11-2025,Cable TV,311.64,Dr,Subscriptions
20-11-2025,Electricity Bill,2175.03,Dr,Utilities
20-11-2025,Bus Ticket,1512.46,Dr,Travel
21-11-2025,Electricity Bill,2552.99,Dr,Utilities
21-11-2025,Home Nurse Service,15188.89,Dr,Healthcare
21-11-2025,Milk Subscription,773.9,Dr,Groceries
22-11-2025,LPG Cylinder,936.71,Dr,Utilities
22-11-2025,Readymade Garments,679.89,Dr,Shopping
23-11-2025,Fixed Deposit Interest,7219.43,Cr,Income
24-11-2025,Cable TV,428.52,Dr,Subscriptions
24-11-2025,Newspaper Home Delivery,265.93,Dr,Subscriptions
25-11-2025,Electricity Bill,675.21,Dr,Utilities
25-11-2025,Chemist Medical Store,2759.65,Dr,Healthcare
25-11-2025,Post Office RD,5564.22,Dr,Insurance
26-11-2025,Home Nurse Service,19841.21,Dr,Healthcare
26-11-2025,Vegetable Market,1469.46,Dr,Groceries
26-11-2025,Home Nurse Service,6952.22,Dr,Healthcare
27-11-2025,Temple Donation,3933.12,Dr,Miscellaneous
27-11-2025,LIC Premium,18251.35,Dr,Insurance
28-11-2025,Chemist Medical Store,1014.66,Dr,Healthcare
28-11-2025,Pilgrimage Travel,7124.29,Dr,Travel
28-11-2025,Post Office Interest,6511.93,Cr,Income
30-11-2025,Train Ticket,1764.75,Dr,Travel
30-11-2025,Train Ticket,6565.79,Dr,Travel
02-12-2025,Diagnostic Tests,7660.46,Dr,Healthcare
02-12-2025,Post Office RD,8693.87,Dr,Insurance
03-12-2025,Newspaper Home Delivery,283.54,Dr,Subscriptions
03-12-2025,Kiryana Store,1014.84,Dr,Groceries
04-12-2025,Post Office Interest,3682.24,Cr,Income
05-12-2025,LPG Cylinder,900.25,Dr,Utilities
07-12-2025,PPF Withdrawal,32145.08,Cr,Income
08-12-2025,Rental Income,22297.55,Cr,Income
13-12-2025,Post Office RD,7119.02,Dr,Insurance
14-12-2025,Pilgrimage Travel,5669.7,Dr,Travel
14-12-2025,Temple Donation,1195.89,Dr,Miscellaneous
15-12-2025,LIC Premium,17609.74,Dr,Insurance
16-12-2025,Train Ticket,4787.91,Dr,Travel
17-12-2025,Dividend Credit,2131.74,Cr,Income
18-12-2025,Newspaper Home Delivery,246.3,Dr,Subscriptions
19-12-2025,Newspaper Home Delivery,276.73,Dr,Subscriptions
20-12-2025,LIC Premium,7304.22,Dr,Insurance
20-12-2025,Train Ticket,2632.39,Dr,Travel
20-12-2025,Milk Subscription,571.66,Dr,Groceries
21-12-2025,Newspaper Home Delivery,299.49,Dr,Subscriptions
23-12-2025,Readymade Garments,1987.47,Dr,Shopping
24-12-2025,Auto Rickshaw,186.53,Dr,Transportation
24-12-2025,Chemist Medical Store,2536.85,Dr,Healthcare
25-12-2025,Temple Donation,2483.7,Dr,Miscellaneous
26-12-2025,Milk Subscription,827.83,Dr,Groceries
26-12-2025,Vegetable Market,1332.79,Dr,Groceries
27-12-2025,Fixed Deposit Interest,29660.41,Cr,Income
27-12-2025,Post Office Interest,7797.28,Cr,Income
27-12-2025,Temple Donation,3470.92,Dr,Miscellaneous
27-12-2025,Grandchildren's Gift,646.91,Dr,Shopping
29-12-2025,Milk Subscription,532.45,Dr,Groceries
29-12-2025,Home Nurse Service,13778.66,Dr,Healthcare
30-12-2025,Electricity Bill,1738.9,Dr,Utilities
